Avg_value,TP9,AF7,AF8,TP10
46.81371576747499,11.599913655655747,63.30589843278689,117.75972143902294,-5.4106704575656215
-361.63355306483777,-64.77823353601681,-608.7124642407736,-723.3022430543843,-49.74127142817634
-38.422520107225445,-46.05997672586738,-52.88719670256012,-19.01666998843692,-35.72623701203735
-89.20056781513964,-39.62135956660383,-174.10169111112378,-105.93773278997527,-37.14148779285566
-87.32305417761533,-39.58053314349333,-156.41401821732305,-117.56178834372501,-35.735877005919896
-96.01862911636032,-35.75465143522595,-202.04079567132027,-111.26764886838033,-35.01142049051469
-64.00557308744132,-32.46169933477209,-114.08089096398317,-85.22035164272191,-24.259350408288128
-79.64189856845371,-36.17062600651386,-148.7259953306582,-99.45659071865217,-34.21438221799064
-71.90096892602375,-28.81855643262605,-146.0040624154778,-88.75511660920101,-24.02614024679011
-83.61005180330329,-35.207712956911685,-174.79010582687386,-94.60153841612787,-29.84085001329975
-64.74798627001466,-29.817587239038087,-121.69639154269274,-77.79873054157659,-29.679235756751236
-88.3890783721933,-30.18745076587168,-185.79485623296162,-109.06403217183963,-28.509974318100276
-68.25470382832235,-30.62167889435551,-121.13254788262367,-90.56304837996272,-30.701540156347487
-99.28707967291348,-72.79850659950294,-152.6899808557324,-98.64733791980325,-73.01249331661532
-63.90776033035474,5.572289003634467,-174.64969299091348,-95.13734102051532,8.583703686375404
-60.65926347150078,-25.451688759417518,-128.0140735744164,-63.57505071677201,-25.596240835397207
-72.87872854965212,-31.489203742370215,-150.738976117316,-81.20163325665855,-28.08510108226369
-78.2531535250225,-31.20843398027325,-157.6713579994249,-93.2911055642222,-30.841716556169633
-67.81397112647295,-30.33491713755686,-127.48126916211889,-86.50851595539953,-26.93118225081651
-84.94558890885304,-33.23509875830797,-181.17264153054631,-95.85398338661093,-29.52063195994698
-79.21585686958835,-30.27620505496317,-158.07350257772194,-98.48312352909691,-30.03059631657134
-69.84648351564265,-23.770144342846102,-136.8880773938097,-87.618593836423,-31.109118489491788
-73.52492601192233,-31.582958624943597,-138.49486453690673,-94.00616406484187,-30.015716820997127
-169.33035255760254,-37.67597432178322,-395.49799672620304,-208.59622503999498,-35.5512141424289
188.46335681673133,110.94694642744956,455.03690149202913,71.9480325332773,115.92154681416939
-514.439461680158,-92.72690999532963,-889.6681474650886,-986.4297097001295,-88.93307956008435
-0.6514992245141933,-38.744963562673156,274.6739784524479,-193.13532255404502,-45.3996892337865
-68.920010362318,-39.74808077471472,-68.90561283037437,-126.29976866543,-40.72657917875291
-88.64010774519566,-40.24325224132813,-137.04648550573103,-139.05493786965135,-38.21575536407217
-78.64268921848877,-33.20136748025774,-142.12433493296047,-110.70092795876289,-28.544126501973974
-91.82493014565817,-38.55220167028984,-168.87285534140943,-128.44279926077388,-31.43186431015956
