timestamps,TP9,AF7,AF8,TP10,Right AUX
1678793450.875,48.828,76.172,30.762,-190.430,18.066
1678793450.879,30.762,83.008,30.273,-289.551,8.789
1678793450.883,43.945,89.844,33.203,-300.781,23.438
1678793450.887,48.340,90.332,47.852,-234.375,7.812
1678793450.891,54.199,88.867,52.734,-215.820,45.898
1678793450.895,47.852,89.844,49.805,-260.254,50.781
1678793450.899,13.672,93.262,61.035,-303.223,15.625
1678793450.903,-3.906,97.656,61.035,-268.555,14.160
1678793450.906,17.090,105.469,50.781,-184.570,84.473
1678793450.910,39.551,109.375,58.105,-145.020,37.109
1678793450.914,43.945,117.676,71.289,-162.598,-15.137
1678793450.918,30.762,114.746,59.570,-218.750,47.852
1678793450.922,9.277,103.516,52.734,-221.680,96.191
1678793450.926,6.836,97.656,67.383,-87.891,87.402
1678793450.930,6.836,93.750,73.730,-7.812,58.105
1678793450.934,5.371,95.215,74.219,-47.852,43.457
1678793450.938,16.113,97.656,74.219,-81.543,62.500
1678793450.942,15.625,100.098,62.988,-88.867,75.684
1678793450.945,5.371,103.027,58.594,-26.367,7.324
1678793450.949,17.090,102.539,66.895,38.086,-11.230
1678793450.953,23.926,97.656,62.988,20.508,4.883
1678793450.957,10.742,98.145,63.965,-7.324,25.391
1678793450.961,-11.719,95.215,73.242,-7.324,73.242
1678793450.965,-46.875,89.844,60.547,57.617,-0.977
1678793450.969,-32.227,92.285,52.734,131.348,16.113
1678793450.973,-1.953,95.215,63.965,112.793,59.570
1678793450.977,-20.508,96.680,71.289,68.359,28.809
1678793450.981,-51.270,98.145,66.406,45.410,83.496
1678793450.984,-40.527,98.145,62.500,110.840,97.168
1678793450.988,-15.137,93.750,56.152,177.734,99.121
1678793450.992,-11.719,86.914,63.965,170.410,73.242
1678793450.996,-10.742,80.078,65.918,136.719,-13.672
1678793451.000,-28.809,75.195,55.176,64.941,-12.207
1678793451.004,-37.598,79.102,61.035,81.055,45.410
1678793451.008,-27.344,76.660,50.293,167.969,68.848
1678793451.012,-40.527,62.988,52.734,170.410,20.996
1678793451.016,-37.598,63.477,62.988,127.930,23.438
1678793451.020,-27.832,79.590,50.293,81.543,31.738
1678793451.024,-44.434,84.961,42.480,86.914,-4.883
1678793451.027,-57.617,78.613,41.992,134.277,49.316
1678793451.031,-39.062,75.195,41.504,175.781,53.711
1678793451.035,-33.691,65.918,39.551,127.441,13.184
1678793451.039,-40.527,66.895,47.363,71.777,12.695
1678793451.043,-59.570,69.336,46.875,115.723,10.254
1678793451.047,-40.039,66.895,52.734,180.664,52.246
1678793451.051,-20.020,68.848,56.152,210.938,15.137
1678793451.055,-45.410,67.871,35.645,150.879,-24.414
1678793451.059,-45.410,63.965,37.109,68.848,-10.254
1678793451.063,-43.945,63.477,46.387,123.047,0.488
1678793451.066,-60.547,62.012,46.387,215.820,-1.953
1678793451.070,-38.086,62.012,48.340,240.723,-4.883
1678793451.074,-3.906,66.406,51.758,192.871,9.766
1678793451.078,-4.883,71.289,51.758,104.980,12.207
1678793451.082,-18.066,67.383,51.270,116.211,17.578
1678793451.086,-31.250,59.570,46.387,166.504,-19.043
1678793451.090,-32.715,62.012,28.809,193.359,-9.277
1678793451.094,-0.488,67.871,33.691,177.246,65.918
1678793451.098,-11.230,65.430,42.480,62.500,52.734
1678793451.102,-42.969,60.059,38.574,13.184,21.484
1678793451.105,-50.293,66.895,39.551,77.637,52.246
1678793451.109,-47.363,69.824,35.645,116.699,40.039
1678793451.113,-17.578,63.965,38.086,89.844,77.637
1678793451.117,7.324,71.777,47.852,27.344,71.289
1678793451.121,-29.785,72.266,57.129,39.062,21.973
1678793451.125,-20.020,68.359,54.199,77.637,5.371
1678793451.129,2.930,76.660,48.828,86.914,-27.344
1678793451.133,-42.969,69.336,48.828,99.609,-20.996
1678793451.137,-31.738,64.941,59.570,68.848,16.602
1678793451.141,-33.691,76.172,65.430,21.973,10.254
1678793451.145,-64.453,77.148,52.734,25.391,75.684
1678793451.148,-55.664,78.613,53.711,111.816,60.059
1678793451.152,-33.203,76.660,58.105,128.906,10.742
1678793451.156,-29.785,73.730,62.988,72.266,23.926
1678793451.160,-49.316,79.590,65.430,65.430,59.570
1678793451.164,-83.496,83.984,62.012,108.887,76.660
1678793451.168,-75.684,77.148,54.688,149.902,38.086
1678793451.172,-29.297,67.871,56.641,175.293,-13.184
1678793451.176,-17.578,71.777,64.941,115.234,29.785
1678793451.180,-54.688,75.195,66.895,52.734,51.758
1678793451.184,-67.383,82.031,68.848,77.637,37.109
1678793451.187,-62.988,78.125,56.641,131.348,0.977
1678793451.191,-73.730,67.383,41.504,122.070,-18.555
1678793451.195,-59.570,69.336,49.805,56.152,24.414
1678793451.199,-41.504,77.148,52.246,-25.879,36.621
1678793451.203,-54.688,77.148,52.246,-62.988,69.336
1678793451.207,-39.551,76.172,56.641,-5.371,24.902
1678793451.211,-28.809,74.707,50.293,8.789,11.719
1678793451.215,-43.945,71.289,46.875,-55.664,39.062
1678793451.219,-34.180,73.730,46.875,-121.582,10.742
1678793451.223,-20.020,81.543,54.688,-98.633,12.207
1678793451.226,-7.812,84.961,70.801,7.812,-12.695
1678793451.230,-10.254,74.707,74.707,80.566,-9.277
1678793451.234,-48.340,63.477,64.453,43.457,23.926
1678793451.238,-65.430,68.359,67.383,-23.438,85.449
1678793451.242,-75.195,73.242,74.219,38.574,59.082
1678793451.246,-43.457,71.289,67.383,151.855,28.320
1678793451.250,1.953,80.078,57.617,196.777,-18.555
1678793451.254,-2.441,79.102,54.199,149.902,4.883
1678793451.258,-2.930,73.730,61.523,108.887,15.625
1678793451.262,-12.695,71.777,69.824,89.844,21.973
1678793451.266,-38.086,78.125,61.523,91.797,14.160
1678793451.269,-24.902,81.055,49.316,105.469,9.766
1678793451.273,28.809,78.613,58.105,67.871,6.836
1678793451.277,37.598,81.055,62.500,6.836,-19.043
1678793451.281,4.883,79.102,56.152,-17.090,-9.766
1678793451.285,-17.090,81.055,54.199,33.691,38.574
1678793451.289,1.953,79.590,49.805,52.246,39.062
1678793451.293,36.133,71.777,46.875,-0.488,-38.574
1678793451.297,24.902,77.637,55.664,-81.055,-52.246
1678793451.301,13.184,83.008,58.105,-137.207,9.277
1678793451.305,5.371,84.473,54.688,-87.891,6.836
1678793451.308,-4.395,85.449,60.059,21.973,16.113
1678793451.312,26.367,74.219,62.012,51.270,47.363
1678793451.316,39.062,76.660,70.312,-22.461,19.043
1678793451.320,41.016,84.961,64.941,-24.902,51.758
1678793451.324,5.859,80.078,54.199,31.738,45.898
1678793451.328,9.766,77.148,52.734,100.586,23.926
1678793451.332,23.926,74.707,51.758,117.188,59.082
1678793451.336,25.879,86.914,56.152,62.012,36.621
1678793451.340,44.434,92.285,63.965,49.316,-30.273
1678793451.344,21.973,80.566,70.801,112.305,-9.766
1678793451.348,12.207,73.242,74.219,153.320,31.250
1678793451.351,33.203,76.660,71.777,140.137,30.273
1678793451.355,44.922,86.914,70.801,75.684,-6.348
1678793451.359,53.711,86.426,73.730,27.832,-14.648
1678793451.363,18.066,86.914,75.684,127.441,21.484
1678793451.367,-16.113,84.961,68.848,156.738,53.711
1678793451.371,-8.789,73.242,54.688,47.363,46.387
1678793451.375,24.414,79.102,51.758,-23.438,-6.836
1678793451.379,16.113,83.984,52.246,-55.664,-16.113
1678793451.383,17.090,81.543,59.570,1.953,11.230
1678793451.387,45.410,85.449,57.617,87.402,-62.988
1678793451.391,28.320,87.402,55.664,131.348,-74.707
1678793451.394,13.184,84.961,60.547,83.008,12.207
1678793451.398,19.531,83.008,61.523,24.414,15.137
1678793451.402,5.371,90.332,52.246,42.969,11.719
1678793451.406,27.832,90.332,52.734,140.137,31.738
1678793451.410,50.293,83.008,57.129,189.453,22.949
1678793451.414,66.406,87.402,51.270,104.980,34.180
1678793451.418,38.086,89.355,56.152,52.734,83.984
1678793451.422,-13.672,82.520,63.477,72.266,58.594
1678793451.426,19.531,78.125,65.430,146.484,16.113
1678793451.430,48.828,80.078,54.688,168.945,57.129
1678793451.434,50.781,81.055,49.805,96.680,2.441
1678793451.437,67.871,81.543,42.480,18.066,-1.953
1678793451.441,76.660,89.844,43.457,8.301,12.695
1678793451.445,43.457,83.008,47.852,60.059,-18.066
1678793451.449,24.414,71.289,36.133,100.098,48.340
1678793451.453,45.410,72.266,47.852,78.125,51.758
1678793451.457,58.594,68.359,51.758,-17.578,20.508
1678793451.461,41.504,69.336,45.410,-22.949,7.812
1678793451.465,29.785,80.566,49.805,56.152,-10.254
1678793451.469,14.648,78.125,46.387,94.238,3.906
1678793451.473,5.371,65.430,46.875,52.734,51.758
1678793451.477,15.137,62.012,52.246,-0.488,63.965
1678793451.480,35.156,69.336,44.434,-14.648,42.480
1678793451.484,56.641,71.777,37.598,25.391,26.855
1678793451.488,36.621,64.941,38.574,89.355,26.367
1678793451.492,6.348,56.641,46.387,64.453,53.711
1678793451.496,32.715,57.129,51.758,11.719,28.320
1678793451.500,38.574,67.871,52.246,-25.879,14.648
1678793451.504,3.418,62.500,50.293,-0.977,30.762
1678793451.508,12.695,58.594,47.852,72.754,9.277
1678793451.512,37.598,66.406,42.480,48.340,38.574
1678793451.516,23.438,60.059,41.504,-25.391,7.324
1678793451.519,17.090,63.477,41.016,-64.453,-40.527
1678793451.523,25.879,72.266,43.457,-22.949,-1.953
1678793451.527,-13.672,68.848,47.852,47.363,67.871
1678793451.531,-8.301,67.871,52.734,63.477,53.711
1678793451.535,10.742,66.406,55.176,6.836,41.992
1678793451.539,22.949,63.477,52.734,-20.996,104.492
1678793451.543,20.996,60.547,64.453,34.180,98.633
1678793451.547,-5.859,62.012,63.477,76.172,36.621
1678793451.551,15.625,67.871,50.293,80.566,8.301
1678793451.555,43.945,67.871,51.270,41.016,39.551
1678793451.559,34.668,67.871,51.270,-20.996,120.605
1678793451.562,20.508,76.660,47.852,21.973,102.539
1678793451.566,23.438,82.520,51.758,104.004,3.906
1678793451.570,26.855,78.125,57.129,115.723,-19.043
1678793451.574,5.859,71.289,55.664,65.430,37.598
1678793451.578,23.438,72.266,59.570,14.648,22.461
1678793451.582,13.672,67.871,55.664,15.625,0.488
1678793451.586,26.367,71.289,58.594,85.449,9.277
1678793451.590,72.266,82.520,61.035,145.996,3.906
1678793451.594,20.020,75.195,43.945,72.754,-20.508
1678793451.598,14.160,71.777,47.852,5.859,-19.043
1678793451.602,26.855,79.590,52.246,20.996,38.574
1678793451.605,0.488,76.172,44.434,92.773,46.387
1678793451.609,16.602,70.801,44.434,150.879,18.066
1678793451.613,49.805,71.289,41.016,137.207,-1.465
1678793451.617,69.824,75.195,49.316,88.379,16.113
1678793451.621,48.828,77.637,55.176,72.266,55.176
1678793451.625,15.137,80.078,43.457,132.812,19.531
1678793451.629,-8.301,84.961,39.551,216.309,-12.207
1678793451.633,14.160,83.008,49.316,234.375,10.254
1678793451.637,64.453,81.055,49.805,182.617,-9.766
1678793451.641,56.641,81.055,45.410,106.445,18.555
1678793451.645,-2.441,72.754,56.641,107.910,72.754
1678793451.648,-3.418,66.895,50.781,199.219,60.547
1678793451.652,31.738,71.777,41.992,229.004,-23.926
1678793451.656,29.297,72.266,51.270,188.477,-16.602
1678793451.660,23.438,73.730,53.711,103.027,35.156
1678793451.664,22.949,75.684,49.805,84.961,6.348
1678793451.668,26.855,70.312,50.293,177.734,-56.641
1678793451.672,36.621,67.383,40.527,235.352,-27.832
1678793451.676,56.641,70.312,51.758,220.215,59.082
1678793451.680,46.387,72.266,80.566,165.039,24.902
1678793451.684,28.809,75.195,65.918,83.496,-62.012
1678793451.688,17.578,74.707,50.293,115.723,-2.441
1678793451.691,19.531,73.730,55.176,208.984,61.523
1678793451.695,57.617,75.195,64.941,200.684,72.754
1678793451.699,41.504,79.102,70.801,130.371,80.566
1678793451.703,5.859,83.984,71.777,81.543,79.102
1678793451.707,17.090,83.008,78.613,133.789,10.254
1678793451.711,10.742,75.684,73.730,197.266,25.391
1678793451.715,23.926,72.754,66.895,158.691,52.246
1678793451.719,48.828,77.637,72.266,38.086,-7.812
1678793451.723,45.898,88.379,88.379,-13.672,-27.832
1678793451.727,1.465,85.449,85.938,60.547,-13.672
1678793451.730,3.906,72.754,74.707,96.680,34.668
1678793451.734,43.945,76.660,81.543,62.988,36.621
1678793451.738,44.434,83.496,88.379,-11.719,6.836
1678793451.742,31.250,88.379,97.168,-47.363,-8.789
1678793451.746,17.578,85.449,105.469,17.090,7.812
1678793451.750,15.137,79.590,102.539,99.121,20.020
1678793451.754,42.969,85.449,89.355,94.238,20.996
1678793451.758,79.102,89.844,98.145,41.016,38.086
1678793451.762,48.828,90.332,110.352,-4.883,48.340
1678793451.766,3.906,86.914,114.258,25.879,19.043
1678793451.770,22.949,80.566,117.676,147.461,44.922
1678793451.773,38.574,76.172,98.633,170.410,45.410
1678793451.777,59.570,79.590,93.750,68.848,10.254
1678793451.781,35.156,93.750,109.375,-0.977,48.828
1678793451.785,-4.395,96.680,115.234,20.020,35.645
1678793451.789,3.418,92.285,115.234,107.422,25.879
1678793451.793,40.527,90.820,111.816,146.484,11.230
1678793451.797,88.867,87.402,108.887,82.031,-3.906
1678793451.801,64.941,87.402,108.887,-3.906,47.852
1678793451.805,41.016,87.891,118.652,-3.418,39.551
1678793451.809,21.973,84.961,110.352,37.598,24.414
1678793451.813,47.363,87.402,104.980,92.285,-14.648
1678793451.816,91.309,86.426,104.980,52.734,-17.090
1678793451.820,65.918,85.449,105.469,-61.523,25.391
1678793451.824,42.480,98.145,121.094,-66.895,60.547
1678793451.828,49.805,98.633,124.023,31.738,64.941
1678793451.832,81.543,88.379,114.258,92.285,17.090
1678793451.836,92.773,86.426,112.305,75.195,-29.297
1678793451.840,88.379,96.680,114.258,-37.598,-14.648
1678793451.844,63.477,108.398,123.047,-89.844,20.508
1678793451.848,45.410,106.445,126.465,0.000,12.207
1678793451.852,88.867,102.051,127.441,90.820,41.992
1678793451.855,117.188,97.656,128.418,82.031,59.570
1678793451.859,100.098,100.586,132.812,-5.371,64.453
1678793451.863,43.457,103.516,139.648,-33.691,-26.367
1678793451.867,18.555,99.609,130.371,23.926,-6.348
1678793451.871,44.434,100.586,120.117,77.637,70.801
1678793451.875,44.922,97.656,119.141,74.707,80.566
1678793451.879,83.496,97.656,134.277,20.996,55.664
1678793451.883,98.633,108.887,141.602,-41.016,15.625
1678793451.887,33.691,107.422,131.348,-26.367,9.766
1678793451.891,24.902,98.145,121.094,68.359,-6.836
1678793451.895,69.824,86.914,122.559,114.258,-16.602
1678793451.898,66.895,78.613,127.930,19.531,-25.879
1678793451.902,62.988,95.215,133.789,-75.195,-6.348
1678793451.906,59.570,101.562,136.719,-14.160,29.297
1678793451.910,44.434,94.727,123.047,87.402,13.184
1678793451.914,45.898,89.844,119.629,139.648,-10.742
1678793451.918,36.621,92.285,126.465,71.777,36.133
1678793451.922,35.156,106.934,137.207,11.719,56.641
1678793451.926,49.805,109.375,135.742,51.758,48.828
1678793451.930,64.941,101.074,125.977,151.367,65.430
1678793451.934,50.781,92.285,119.629,208.008,45.410
1678793451.937,46.387,95.215,127.441,151.855,30.762
1678793451.941,50.293,103.516,140.625,59.570,7.812
1678793451.945,22.949,105.957,134.766,74.707,31.250
1678793451.949,33.691,104.492,127.441,187.988,58.105
1678793451.953,41.992,90.820,116.211,194.824,46.875
1678793451.957,29.297,85.449,106.445,128.906,71.777
1678793451.961,25.391,93.262,111.328,54.688,67.383
1678793451.965,11.230,93.750,116.699,31.250,6.836
1678793451.969,18.066,85.449,108.887,108.398,7.812
1678793451.973,39.062,77.148,107.910,205.078,31.250
1678793451.977,50.293,79.102,119.141,198.242,-41.016
1678793451.980,40.039,87.891,114.746,73.730,-38.086
1678793451.984,18.555,89.844,109.863,-8.789,14.160
1678793451.988,-2.441,87.402,108.398,38.086,85.938
1678793451.992,31.250,89.355,115.234,159.668,115.234
1678793451.996,59.082,87.402,118.652,172.852,61.523
1678793452.000,47.852,89.355,110.352,35.645,36.621
1678793452.004,35.645,97.168,121.094,-32.715,44.434
1678793452.008,-4.883,101.562,119.629,48.340,25.879
1678793452.012,11.230,93.750,105.957,156.250,28.809
1678793452.016,53.223,88.867,109.863,194.336,58.594
1678793452.019,72.754,102.051,122.070,90.820,31.738
1678793452.023,53.711,105.469,131.836,-9.277,1.953
1678793452.027,16.113,99.121,129.395,22.949,56.152
1678793452.031,6.836,84.961,112.793,129.395,70.801
1678793452.035,36.621,76.172,102.051,181.641,37.598
1678793452.039,60.547,88.379,112.793,83.008,9.277
1678793452.043,35.156,95.703,120.117,-65.430,-61.035
1678793452.047,18.066,91.309,120.117,-54.688,10.254
1678793452.051,12.207,74.707,107.422,40.527,144.043
1678793452.055,6.348,62.500,98.633,110.352,113.281
1678793452.059,24.902,79.590,115.723,36.621,58.594
1678793452.062,20.996,101.074,128.906,-110.352,41.992
1678793452.066,-10.254,96.191,125.488,-121.582,50.781
1678793452.070,6.348,81.055,118.164,-3.906,53.223
1678793452.074,48.340,73.730,107.910,115.234,36.133
1678793452.078,41.992,78.613,108.887,20.508,58.594
1678793452.082,9.766,99.121,123.047,-159.668,53.223
1678793452.086,8.789,105.469,131.348,-169.434,62.012
1678793452.090,-7.324,90.332,106.934,-36.133,69.824
1678793452.094,11.230,82.520,82.520,102.539,-0.977
1678793452.098,52.734,82.520,77.148,36.133,46.387
1678793452.101,54.688,95.215,80.078,-85.938,131.348
1678793452.105,13.672,99.121,82.031,-112.793,48.828
1678793452.109,-25.879,86.426,44.922,-23.438,48.340
1678793452.113,8.789,69.824,6.836,133.301,54.688
1678793452.117,46.387,73.242,2.441,150.879,26.367
1678793452.121,40.039,91.309,-1.465,6.836,49.316
1678793452.125,21.484,93.750,-6.836,-87.891,10.254
1678793452.129,16.113,84.473,-17.578,31.738,41.016
1678793452.133,31.250,65.918,-46.875,184.082,87.891
1678793452.137,42.480,62.012,-55.176,136.230,51.270
1678793452.140,46.875,71.777,-30.762,-9.766,10.742
1678793452.144,19.531,80.078,-16.113,-101.562,17.578
1678793452.148,7.324,80.078,-35.645,-73.242,-1.953
1678793452.152,15.625,66.895,-68.359,56.641,10.742
1678793452.156,32.715,63.965,-77.637,89.355,33.203
1678793452.160,51.758,77.637,-60.059,-59.570,20.996
1678793452.164,29.785,83.984,-36.621,-191.406,38.574
1678793452.168,-17.578,76.660,-41.992,-144.043,41.504
1678793452.172,11.719,72.266,-62.988,32.715,48.828
1678793452.176,34.668,70.801,-57.129,88.379,44.434
1678793452.180,32.227,77.637,-42.969,-90.820,2.441
1678793452.183,22.461,96.680,-32.227,-277.344,70.801
1678793452.187,-5.859,97.656,-26.855,-234.863,44.922
1678793452.191,18.555,81.055,-39.062,-29.297,-18.555
1678793452.195,52.734,78.125,-53.223,82.031,3.906
1678793452.199,38.574,88.867,-43.945,31.250,7.812
1678793452.203,14.648,101.562,-24.414,-156.738,17.090
1678793452.207,1.953,104.492,-19.043,-192.383,29.785
1678793452.211,-4.883,89.355,-29.297,64.941,17.578
1678793452.215,24.414,77.148,-38.574,216.309,3.418
1678793452.219,43.457,87.402,-18.066,98.633,-24.902
1678793452.222,13.672,104.492,1.465,-79.590,-14.648
1678793452.226,-30.762,111.328,-6.836,-88.867,30.273
1678793452.230,-12.207,101.074,-18.555,87.891,19.531
1678793452.234,15.625,80.566,-21.973,227.051,39.062
1678793452.238,33.691,78.613,0.488,186.523,9.277
1678793452.242,14.648,102.539,29.785,1.953,41.504
1678793452.246,-10.742,115.234,31.250,-96.680,74.219
1678793452.250,-9.277,95.703,14.160,64.453,22.949
1678793452.254,19.043,78.125,-2.441,242.188,12.695
1678793452.258,18.555,84.473,-1.953,151.367,35.156
1678793452.261,-2.441,107.910,18.555,-61.035,85.449
1678793452.265,-6.836,116.699,29.297,-132.324,68.848
1678793452.269,-24.902,97.168,-9.277,9.766,41.016
1678793452.273,11.230,81.543,-54.688,152.344,4.883
1678793452.277,64.941,82.031,-61.035,121.094,8.789
1678793452.281,31.738,87.891,-51.758,-62.500,48.340
1678793452.285,-28.809,99.609,-65.430,-204.102,90.820
1678793452.289,-39.062,92.285,-97.168,-78.125,32.715
1678793452.293,-20.508,68.848,-139.160,111.816,-4.395
1678793452.297,16.602,65.918,-178.711,131.348,2.441
1678793452.300,33.691,87.402,-201.172,-51.270,-10.742
1678793452.304,26.855,100.586,-214.844,-162.109,-24.414
1678793452.308,-8.301,89.844,-248.535,-83.008,-38.086
1678793452.312,-20.996,69.824,-311.035,78.125,-38.574
1678793452.316,15.625,62.500,-351.562,131.348,0.000
1678793452.320,37.598,77.148,-358.398,-30.273,54.199
1678793452.324,6.348,90.332,-370.117,-189.453,55.176
1678793452.328,-23.438,74.219,-399.414,-122.070,21.973
1678793452.332,-13.184,51.758,-441.406,91.309,10.742
1678793452.336,12.695,48.340,-472.656,149.902,12.207
1678793452.340,73.242,61.035,-488.281,-40.527,22.461
1678793452.343,42.969,81.543,-458.496,-202.637,71.289
1678793452.347,-7.324,78.613,-368.652,-159.180,49.316
1678793452.351,-3.418,65.430,-306.152,25.391,53.223
1678793452.355,41.016,66.406,-260.254,174.805,65.430
1678793452.359,57.129,72.266,-217.773,62.012,25.391
1678793452.363,10.742,82.031,-173.828,-182.129,49.316
1678793452.367,-22.949,78.613,-130.371,-185.059,6.836
1678793452.371,-10.254,54.199,-143.555,20.020,-6.348
1678793452.375,30.273,37.598,-159.180,167.969,4.883
1678793452.379,72.754,61.035,-148.926,83.984,30.762
1678793452.383,60.059,92.285,-181.641,-132.324,30.762
1678793452.386,6.348,79.590,-221.191,-179.199,4.395
1678793452.390,3.418,55.176,-266.602,-18.555,0.977
1678793452.394,27.344,46.387,-300.293,147.949,1.953
1678793452.398,53.223,49.805,-298.340,107.910,2.930
1678793452.402,62.500,64.453,-286.621,-71.289,3.906
1678793452.406,8.789,73.730,-279.785,-158.203,-4.883
1678793452.410,-7.812,55.176,-285.645,-45.898,-14.648
1678793452.414,21.973,35.645,-305.176,124.512,-15.625
1678793452.418,19.043,37.598,-303.711,81.543,-11.230
1678793452.422,-28.809,50.781,-286.621,-120.605,46.875
1678793452.425,-40.527,63.965,-276.855,-205.566,53.223
1678793452.429,-22.949,53.711,-291.016,-76.172,-35.156
1678793452.433,-8.301,35.645,-307.129,94.238,14.648
1678793452.437,26.367,34.180,-288.574,125.977,41.504
1678793452.441,72.754,54.688,-239.258,-39.551,47.363
1678793452.445,29.785,65.430,-199.707,-197.266,17.578
1678793452.449,-40.527,43.457,-197.266,-117.188,-55.664
1678793452.453,9.766,26.855,-196.289,115.723,-6.836
1678793452.457,62.012,36.133,-174.805,170.898,73.730
1678793452.461,48.828,49.805,-129.395,-21.484,34.180
1678793452.464,38.086,57.617,-90.332,-201.660,-29.785
1678793452.468,21.973,47.363,-89.844,-91.797,7.812
1678793452.472,41.016,24.414,-110.840,140.137,60.547
1678793452.476,34.668,23.438,-117.676,180.176,28.809
1678793452.480,30.762,38.574,-98.145,20.508,-21.973
1678793452.484,24.414,47.852,-78.613,-146.484,-19.043
1678793452.488,11.719,46.875,-66.406,-90.332,19.531
1678793452.492,57.129,34.668,-65.430,111.816,3.418
1678793452.496,79.590,24.414,-86.914,178.223,31.250
1678793452.500,83.496,39.551,-78.125,42.480,43.457
1678793452.504,27.344,48.828,-37.109,-137.207,7.324
1678793452.507,-7.324,41.992,-25.879,-137.695,36.133
1678793452.511,10.742,32.715,-41.992,79.590,67.871
1678793452.515,23.926,26.367,-55.176,214.355,93.750
1678793452.519,54.688,41.504,-39.062,106.934,80.566
1678793452.523,60.059,52.734,-16.602,-101.562,46.387
1678793452.527,17.578,42.480,-11.719,-126.465,46.875
1678793452.531,27.344,22.949,-20.508,75.684,65.918
1678793452.535,39.062,14.648,-28.809,235.840,34.180
1678793452.539,17.090,24.902,-16.113,134.277,-1.953
1678793452.543,28.809,37.598,12.695,-83.008,-16.602
1678793452.547,19.531,39.551,28.320,-141.602,-11.719
1678793452.550,9.277,29.785,16.113,29.785,41.016
1678793452.554,20.020,14.648,0.977,209.961,61.035
1678793452.558,63.965,21.484,20.508,130.859,-1.953
1678793452.562,65.430,31.250,58.594,-53.711,-23.926
1678793452.566,18.555,34.668,67.871,-127.930,16.602
1678793452.570,37.109,32.227,50.781,0.488,41.504
1678793452.574,44.434,10.254,39.062,174.805,40.527
1678793452.578,52.246,15.137,56.152,184.082,87.402
1678793452.582,61.523,42.480,74.707,-2.930,36.621
1678793452.586,31.250,51.758,87.891,-151.855,-43.945
1678793452.590,8.301,41.016,80.566,-43.457,-5.371
1678793452.593,18.066,25.391,59.082,162.598,-5.859
1678793452.597,35.156,26.855,64.453,183.105,-41.016
1678793452.601,32.715,38.086,87.402,20.020,31.250
1678793452.605,16.113,43.457,101.074,-143.066,60.059
1678793452.609,3.906,34.668,83.496,-90.820,89.844
1678793452.613,19.043,22.461,67.871,108.398,101.562
1678793452.617,50.293,26.855,68.848,152.344,34.668
1678793452.621,54.688,37.598,94.727,19.043,27.344
1678793452.625,41.992,45.410,121.094,-109.863,104.492
1678793452.629,-2.930,33.691,103.516,-99.121,63.965
1678793452.633,-12.695,8.301,81.543,101.074,9.766
1678793452.636,33.691,1.953,74.707,198.242,36.621
1678793452.640,28.320,19.043,94.727,43.457,9.766
1678793452.644,34.180,33.691,119.141,-117.676,-28.809
1678793452.648,19.043,29.785,127.441,-102.051,18.066
1678793452.652,-7.812,13.184,132.812,65.430,18.066
1678793452.656,19.043,8.789,133.789,199.707,28.809
1678793452.660,46.387,26.367,150.879,98.145,132.324
1678793452.664,30.273,44.922,175.293,-116.699,73.730
1678793452.668,26.855,47.363,184.082,-92.773,21.973
1678793452.672,29.297,26.855,168.945,99.609,38.574
1678793452.676,24.414,5.371,149.414,211.426,23.438
1678793452.680,55.176,20.996,160.645,117.676,47.363
1678793452.683,26.855,46.387,170.898,-82.031,50.781
1678793452.687,-39.062,45.898,165.039,-95.215,106.445
1678793452.691,-24.902,34.180,145.996,62.500,150.879
1678793452.695,42.480,28.809,129.883,184.570,79.102
1678793452.699,39.551,37.598,136.719,129.395,3.418
1678793452.703,-10.254,55.664,156.738,-91.309,6.348
1678793452.707,-4.883,56.152,166.504,-169.434,35.645
1678793452.711,17.578,45.410,154.785,16.602,7.324
1678793452.715,28.809,42.969,139.160,201.172,-32.227
1678793452.719,42.969,45.410,127.930,139.160,1.953
1678793452.723,36.621,60.547,134.277,-74.707,10.254
1678793452.726,17.090,76.172,141.602,-149.902,10.254
1678793452.730,-2.441,67.871,115.723,-4.883,29.785
1678793452.734,23.926,58.105,93.750,180.176,-10.742
1678793452.738,51.270,64.453,98.633,166.504,-44.434
1678793452.742,56.152,75.195,107.910,-9.766,9.277
1678793452.746,49.316,81.543,107.910,-111.816,11.719
1678793452.750,22.461,67.383,102.539,4.395,0.977
1678793452.754,36.133,52.246,79.102,212.891,37.109
1678793452.758,67.871,62.012,55.664,214.355,69.336
1678793452.762,77.637,76.660,65.918,11.230,46.875
1678793452.766,83.496,88.379,66.406,-101.074,62.500
1678793452.769,69.824,71.777,50.781,4.883,90.332
1678793452.773,49.316,56.152,25.391,170.410,71.289
1678793452.777,80.078,68.359,0.488,247.070,31.250
1678793452.781,100.586,77.637,10.254,90.820,-7.324
1678793452.785,60.547,82.520,22.461,-103.027,-55.664
1678793452.789,30.273,82.520,0.000,-48.828,-83.008
1678793452.793,34.668,70.801,-22.949,179.688,-38.086
1678793452.797,41.504,63.477,-31.250,247.070,-13.184
1678793452.801,53.223,79.590,-23.926,63.965,-2.441
1678793452.805,59.570,85.938,1.465,-87.891,32.715
1678793452.808,37.109,75.195,-10.254,-79.102,46.875
1678793452.812,11.719,59.570,-56.641,83.984,11.719
1678793452.816,49.805,58.594,-71.777,205.566,1.953
