timestamps,TP9,AF7,AF8,TP10,Right AUX
1678793468.745,-13.672,2.930,38.086,18.555,23.926
1678793468.749,-11.230,-0.977,16.602,135.742,26.855
1678793468.752,-2.441,-0.977,22.461,124.512,17.090
1678793468.756,32.715,8.789,46.875,-28.320,42.969
1678793468.760,17.090,18.555,50.781,-97.656,102.051
1678793468.764,-2.930,7.812,34.180,0.488,15.137
1678793468.768,-1.465,-8.301,25.391,149.414,16.602
1678793468.772,-16.113,-9.277,28.809,138.672,54.199
1678793468.776,20.996,9.766,47.852,0.977,33.691
1678793468.780,28.320,20.996,64.453,-62.012,36.133
1678793468.784,-16.602,9.766,47.852,-45.410,12.207
1678793468.788,-33.691,-4.395,28.809,73.730,14.160
1678793468.791,25.391,-5.859,33.691,124.023,26.367
1678793468.795,50.781,7.324,49.805,1.953,68.359
1678793468.799,-1.465,15.137,64.941,-76.660,32.715
1678793468.803,-0.977,10.742,64.453,-38.574,-40.527
1678793468.807,55.176,3.906,37.598,38.086,-18.555
1678793468.811,66.895,-0.977,23.926,75.195,19.043
1678793468.815,10.742,6.836,39.551,-32.715,23.438
1678793468.819,-20.020,17.578,49.316,-163.574,12.207
1678793468.823,19.531,16.113,47.363,-111.816,15.625
1678793468.827,37.109,-0.488,28.809,44.434,31.738
1678793468.831,21.484,-10.742,12.695,89.355,32.227
1678793468.834,27.832,1.465,28.809,41.504,49.316
1678793468.838,38.086,9.766,46.875,-82.031,63.965
1678793468.842,11.719,9.277,42.969,-153.320,11.230
1678793468.846,-32.715,-12.207,21.973,-47.852,-6.836
1678793468.850,24.902,-16.113,15.137,54.688,80.566
1678793468.854,71.289,12.695,26.367,-5.859,30.273
1678793468.858,37.598,21.484,42.480,-130.859,-41.992
1678793468.862,-15.625,22.949,49.316,-142.578,31.738
1678793468.866,-4.883,9.277,37.598,-6.348,71.289
1678793468.870,74.707,-7.324,32.715,111.328,47.363
1678793468.873,45.898,-13.184,25.879,17.578,42.480
1678793468.877,-29.785,-1.465,36.133,-114.746,-3.418
1678793468.881,-29.297,15.625,50.781,-133.301,-36.133
1678793468.885,-35.645,3.906,38.574,-51.758,-17.090
1678793468.889,2.441,-7.324,23.926,62.988,-11.230
1678793468.893,13.184,-5.859,26.367,55.664,6.836
1678793468.897,-24.902,8.789,44.922,-92.285,22.949
1678793468.901,-27.344,23.438,46.387,-166.504,-38.086
1678793468.905,-54.688,-1.953,25.879,-97.656,-15.137
1678793468.909,-10.742,-14.648,18.066,26.367,78.613
1678793468.913,36.621,-1.465,32.227,60.547,35.645
1678793468.916,11.230,7.812,41.504,-84.473,34.668
1678793468.920,-34.668,9.277,47.363,-150.879,88.379
1678793468.924,-38.574,4.395,39.062,-69.824,48.828
1678793468.928,-18.066,-2.930,14.648,-1.953,56.152
1678793468.932,9.277,-8.301,12.695,26.367,40.527
1678793468.936,14.160,-1.953,22.461,-65.918,-31.250
1678793468.940,-6.348,3.418,39.062,-175.293,-8.301
1678793468.944,-4.395,-5.371,45.410,-106.445,25.879
1678793468.948,-45.898,-16.113,20.996,16.113,61.523
1678793468.952,-25.391,-14.160,15.625,37.109,26.367
1678793468.955,9.766,-3.418,29.297,-32.715,12.695
1678793468.959,-7.324,4.883,44.922,-127.441,-10.254
1678793468.963,0.977,3.906,34.180,-134.277,-71.777
1678793468.967,-8.301,-7.324,14.648,4.395,0.977
1678793468.971,-33.203,-17.578,13.672,70.801,53.711
1678793468.975,-28.320,-16.113,18.066,-21.484,88.867
1678793468.979,-33.691,-10.254,31.738,-125.488,75.195
1678793468.983,-24.414,-5.859,32.715,-111.816,-34.668
1678793468.987,-38.574,-12.207,18.066,10.742,29.785
1678793468.991,-38.574,-22.461,12.207,60.059,67.383
1678793468.995,2.930,-16.113,16.602,-16.602,15.625
1678793468.998,-8.789,-3.906,25.879,-128.418,-4.395
1678793469.002,-27.344,-3.418,40.527,-127.441,15.625
1678793469.006,-38.086,-20.508,28.809,4.883,27.832
1678793469.010,-30.762,-30.273,2.441,63.477,24.414
1678793469.014,1.953,-15.137,7.324,20.996,-4.395
1678793469.018,12.695,3.906,27.344,-80.566,2.441
1678793469.022,24.902,10.254,45.410,-147.461,47.852
1678793469.026,-13.672,2.441,32.715,-44.434,15.137
1678793469.030,-34.668,-15.625,11.230,75.195,9.766
1678793469.034,16.602,-13.672,13.672,52.246,42.969
1678793469.037,56.641,11.719,31.738,-55.664,13.672
1678793469.041,9.277,19.043,43.457,-120.605,-3.418
1678793469.045,-44.922,0.488,36.621,-24.414,12.207
1678793469.049,-8.789,-8.789,26.367,108.887,8.301
1678793469.053,29.785,-1.465,21.973,90.332,4.395
1678793469.057,5.371,11.230,32.227,-29.785,-32.227
1678793469.061,-14.160,22.461,48.340,-95.703,18.066
1678793469.065,2.930,20.020,46.387,-10.254,10.254
1678793469.069,19.043,12.207,30.273,88.867,30.273
1678793469.073,23.438,10.742,29.297,92.285,74.707
1678793469.077,23.438,19.531,46.875,-11.719,40.039
1678793469.080,10.254,26.855,60.059,-78.613,-17.578
1678793469.084,-2.441,19.043,57.617,-7.324,10.742
1678793469.088,8.789,5.371,37.109,104.004,25.879
1678793469.092,54.688,5.859,29.785,143.555,-38.574
1678793469.096,65.918,12.695,48.340,26.855,18.555
1678793469.100,20.020,20.996,59.570,-90.332,46.387
1678793469.104,9.277,17.090,54.199,-37.598,28.809
1678793469.108,20.020,1.465,38.574,75.195,21.484
1678793469.112,23.926,1.953,29.297,123.047,4.883
1678793469.116,15.137,10.742,36.133,39.062,30.273
1678793469.120,9.766,16.113,51.758,-58.105,35.645
1678793469.123,24.902,20.996,53.711,-58.594,67.383
1678793469.127,36.133,13.184,37.109,58.105,88.379
1678793469.131,18.066,-1.953,28.320,144.043,55.176
1678793469.135,17.578,1.953,43.457,59.082,35.156
1678793469.139,10.742,18.066,49.805,-57.617,61.523
1678793469.143,-10.254,17.578,44.922,-59.082,40.527
1678793469.147,-10.742,1.953,33.691,56.152,-7.324
1678793469.151,11.230,-3.906,24.902,138.672,35.645
1678793469.155,48.828,4.883,35.156,94.238,7.324
1678793469.159,45.410,13.672,52.246,-39.551,-15.625
1678793469.162,20.508,14.160,54.199,-88.867,9.766
1678793469.166,13.184,9.277,38.574,32.715,38.086
1678793469.170,20.996,0.000,34.668,139.160,43.457
1678793469.174,30.273,2.930,47.363,116.211,20.996
1678793469.178,1.953,10.742,69.824,0.000,7.812
1678793469.182,4.883,16.113,70.801,-68.359,22.461
1678793469.186,15.625,10.254,53.223,21.973,13.672
1678793469.190,0.488,-4.883,28.809,124.023,40.527
1678793469.194,39.551,-0.977,29.785,104.492,32.227
1678793469.198,60.547,6.836,55.176,0.977,26.855
1678793469.201,12.695,7.324,61.523,-72.754,55.176
1678793469.205,-13.672,-2.930,48.828,-7.324,62.012
1678793469.209,36.133,-6.836,34.668,120.117,64.453
1678793469.213,72.754,-1.465,38.086,111.816,62.500
1678793469.217,4.395,3.418,53.223,-19.043,97.168
1678793469.221,-36.621,6.836,64.941,-76.172,111.816
1678793469.225,-19.531,-2.441,53.711,2.441,92.773
1678793469.229,18.555,-11.719,32.715,122.070,130.859
1678793469.233,48.828,-10.742,29.297,164.551,83.496
1678793469.237,29.297,2.441,33.691,15.137,-10.254
1678793469.241,10.742,11.719,48.340,-122.559,-15.137
1678793469.244,-24.414,2.441,45.898,-47.363,31.250
1678793469.248,-15.137,-8.301,23.926,89.844,-14.160
1678793469.252,6.348,-5.371,16.113,137.207,-51.758
1678793469.256,20.508,8.789,39.062,76.660,17.090
1678793469.260,14.160,14.160,57.129,-31.250,38.086
1678793469.264,2.441,6.348,54.199,-36.621,45.898
1678793469.268,17.578,-8.789,37.598,91.797,-17.578
1678793469.272,42.969,-12.695,31.250,165.527,10.254
1678793469.276,25.391,-1.953,39.062,76.172,40.527
1678793469.280,-9.277,7.812,47.363,-28.320,-53.711
1678793469.283,-30.273,2.441,48.340,-34.668,-44.434
1678793469.287,13.184,-2.930,28.809,63.477,39.551
1678793469.291,56.641,-4.395,21.973,176.270,34.180
1678793469.295,17.578,0.977,39.551,109.863,29.785
1678793469.299,11.719,14.160,54.199,-39.551,66.895
1678793469.303,15.137,18.066,54.199,-49.316,37.598
1678793469.307,4.395,7.812,41.016,73.242,10.254
1678793469.311,4.395,-3.906,25.879,153.809,-1.465
1678793469.315,58.105,3.906,36.133,126.953,-8.789
1678793469.319,81.543,22.949,56.641,-5.371,24.902
1678793469.322,25.879,30.762,53.711,-94.727,64.453
1678793469.326,-2.441,11.719,35.645,3.906,59.082
1678793469.330,9.766,-7.812,27.344,146.484,43.457
1678793469.334,27.344,0.977,40.527,124.512,86.426
1678793469.338,11.719,12.207,53.223,-23.926,70.801
1678793469.342,-21.484,16.113,54.688,-67.871,91.309
1678793469.346,2.441,12.695,44.922,40.039,122.070
1678793469.350,29.785,-0.977,29.297,153.320,98.145
1678793469.354,36.133,-3.418,33.203,124.023,31.250
1678793469.358,34.668,12.695,50.293,-2.930,41.016
1678793469.362,9.766,17.578,64.941,-66.406,64.453
1678793469.365,25.879,9.766,62.500,20.020,15.625
1678793469.369,41.992,4.395,40.039,132.812,-24.902
1678793469.373,55.664,7.324,35.156,138.672,7.812
1678793469.377,47.852,19.531,47.852,23.438,7.324
1678793469.381,35.645,26.855,61.523,-56.641,36.621
1678793469.385,14.648,19.531,59.570,-35.156,50.781
1678793469.389,5.371,1.465,37.598,71.777,-18.555
1678793469.393,23.926,2.441,34.668,122.070,20.508
1678793469.397,18.555,18.555,58.105,27.344,78.613
1678793469.401,29.297,25.391,69.336,-64.453,57.617
1678793469.405,32.227,21.484,53.223,-47.363,29.785
1678793469.408,12.695,7.812,37.109,66.895,10.742
1678793469.412,11.719,-0.488,30.273,94.727,73.242
1678793469.416,21.484,4.395,42.480,0.488,91.797
1678793469.420,0.000,14.160,63.965,-105.469,27.832
1678793469.424,-13.672,20.996,58.594,-87.891,36.621
1678793469.428,12.207,12.695,36.133,42.969,30.273
1678793469.432,23.438,3.906,30.273,113.281,-19.531
1678793469.436,48.828,14.648,36.621,5.371,-25.391
1678793469.440,34.668,25.391,44.922,-141.602,32.227
1678793469.444,-42.480,18.555,51.758,-125.977,65.430
1678793469.448,-34.668,6.836,40.039,14.160,59.082
1678793469.452,60.547,9.277,29.297,121.094,53.223
1678793469.455,70.312,16.602,44.434,42.480,54.688
1678793469.459,-6.348,21.973,60.547,-91.797,73.730
1678793469.463,-20.996,21.973,56.641,-108.398,102.051
1678793469.467,-4.883,13.672,40.527,-23.438,61.035
1678793469.471,17.578,1.953,27.832,79.590,49.805
1678793469.475,40.039,4.395,32.227,67.383,30.762
1678793469.479,34.668,16.113,51.758,-56.641,19.043
1678793469.483,6.836,15.625,58.105,-112.305,61.523
1678793469.487,-7.324,7.324,46.387,-20.508,91.797
1678793469.491,-2.930,0.488,38.574,94.238,69.336
1678793469.495,13.672,7.812,34.668,86.914,22.949
1678793469.498,35.156,22.461,56.641,-31.738,0.488
1678793469.502,0.000,24.414,64.941,-96.680,-11.719
1678793469.506,-14.648,17.578,47.363,-14.160,54.199
1678793469.510,25.391,3.418,37.109,102.051,55.664
1678793469.514,33.203,-2.930,36.133,81.543,6.836
1678793469.518,23.926,6.348,54.199,-42.480,-19.043
1678793469.522,1.465,18.555,68.848,-82.031,-12.207
1678793469.526,-18.555,17.090,58.105,10.254,-13.184
1678793469.530,33.203,8.301,37.109,118.652,0.977
1678793469.534,35.156,12.207,40.527,136.719,14.648
1678793469.538,14.648,24.902,62.500,18.555,0.488
1678793469.541,28.809,35.645,78.125,-55.664,-21.973
1678793469.545,4.883,25.879,68.359,25.879,-31.250
1678793469.549,0.000,10.742,42.480,117.188,3.906
1678793469.553,34.668,10.742,33.691,143.066,-17.090
1678793469.557,34.668,26.367,44.922,40.527,-15.625
1678793469.561,13.672,40.039,61.523,-37.109,-19.043
1678793469.565,-13.672,29.297,61.035,2.930,0.977
1678793469.569,-3.906,14.648,43.945,87.402,-27.344
1678793469.573,13.672,10.254,30.762,137.695,-4.395
1678793469.577,42.969,19.531,38.086,47.852,59.082
1678793469.580,53.711,34.668,55.664,-50.781,30.273
1678793469.584,12.207,31.738,54.688,-26.367,10.254
1678793469.588,21.973,15.625,40.527,98.633,9.277
1678793469.592,46.875,2.441,42.480,180.176,55.176
1678793469.596,20.020,12.695,48.828,76.660,51.270
1678793469.600,20.996,35.156,56.152,-58.105,25.879
1678793469.604,17.578,34.180,53.223,-65.430,29.297
1678793469.608,-4.883,15.137,34.668,51.758,-5.859
1678793469.612,2.441,6.836,24.902,152.344,26.855
1678793469.616,22.949,14.648,37.598,93.750,62.500
1678793469.620,35.156,24.902,52.734,-37.109,42.969
1678793469.623,31.738,32.227,52.734,-39.551,31.250
1678793469.627,6.836,24.902,38.086,62.988,17.578
1678793469.631,12.695,7.812,31.250,139.160,-24.902
1678793469.635,21.973,4.883,44.922,132.324,-29.785
1678793469.639,-0.977,15.625,54.199,-11.230,-23.926
1678793469.643,3.418,28.320,53.223,-81.055,9.766
1678793469.647,26.855,28.320,46.387,32.715,73.730
1678793469.651,47.852,15.137,35.156,143.066,62.988
1678793469.655,25.391,16.602,42.480,149.902,67.871
1678793469.659,20.508,27.832,66.895,40.527,92.773
1678793469.663,1.953,29.297,66.895,-75.684,126.465
1678793469.666,-20.020,20.508,53.711,14.648,92.773
1678793469.670,20.020,8.301,40.527,140.625,79.590
1678793469.674,41.992,8.301,33.691,94.727,129.395
1678793469.678,32.715,24.902,57.129,0.000,27.832
1678793469.682,2.441,27.832,70.801,-64.453,-66.895
1678793469.686,-11.230,16.602,45.410,-23.438,-50.293
1678793469.690,25.879,14.160,26.367,81.055,40.039
1678793469.694,62.988,13.672,36.133,104.492,55.664
1678793469.698,30.762,20.020,54.199,0.488,-16.602
1678793469.702,-19.043,26.855,60.547,-100.098,-28.320
1678793469.705,0.977,24.414,48.828,-52.734,8.789
1678793469.709,18.066,11.719,31.738,77.637,-25.879
1678793469.713,21.484,5.859,33.691,135.254,-24.902
1678793469.717,29.297,20.020,47.363,10.742,33.691
1678793469.721,2.441,32.715,62.500,-122.070,-2.441
1678793469.725,-10.742,23.438,61.523,-91.309,-27.344
1678793469.729,-7.324,3.906,36.621,29.297,-22.461
1678793469.733,9.766,3.418,18.555,80.566,43.945
1678793469.737,35.645,20.020,24.414,-5.859,47.363
1678793469.741,11.230,32.715,44.434,-100.098,7.324
1678793469.745,-18.555,34.668,45.898,-76.660,48.828
1678793469.748,-5.859,19.043,27.832,6.348,68.359
1678793469.752,13.184,7.324,21.973,82.031,39.062
1678793469.756,8.789,15.137,37.598,11.230,37.109
1678793469.760,-9.766,28.320,52.734,-111.328,43.457
1678793469.764,-31.738,29.785,47.363,-102.051,58.105
1678793469.768,4.883,17.578,39.062,7.812,44.922
1678793469.772,52.246,16.113,24.414,84.473,1.953
1678793469.776,23.926,30.273,13.184,7.324,31.738
1678793469.780,8.301,38.086,45.898,-101.562,-13.184
1678793469.784,-24.902,34.180,59.082,-133.789,0.977
1678793469.788,-28.809,23.926,39.551,-49.316,64.941
1678793469.791,12.695,11.230,38.086,6.836,82.520
1678793469.795,-6.836,8.301,51.758,-64.941,18.555
1678793469.799,-48.340,32.227,76.660,-170.898,-26.367
1678793469.803,-72.266,41.992,83.496,-229.980,-27.832
1678793469.807,-102.051,25.879,62.988,-193.359,17.578
1678793469.811,-88.379,18.066,68.359,-83.008,45.410
1678793469.815,-55.176,19.531,92.773,-59.082,11.719
1678793469.819,-112.793,20.508,103.516,-208.496,-5.859
1678793469.823,-176.758,14.648,116.211,-294.434,18.555
1678793469.827,-183.594,2.930,115.234,-190.430,49.805
1678793469.830,-172.363,-10.742,96.680,-59.570,58.105
1678793469.834,-138.184,-12.695,103.027,-58.594,66.895
1678793469.838,-162.109,-7.812,132.812,-175.781,84.473
1678793469.842,-182.129,-6.836,146.973,-253.906,45.898
1678793469.846,-193.848,-15.137,142.578,-183.594,11.230
1678793469.850,-222.656,-34.180,134.766,-74.707,46.387
1678793469.854,-183.105,-45.410,132.324,-17.090,56.152
1678793469.858,-168.945,-37.598,154.297,-79.102,40.527
1678793469.862,-177.734,-27.832,171.387,-193.848,11.719
1678793469.866,-196.289,-37.109,157.715,-172.852,-17.578
1678793469.870,-174.805,-58.105,144.531,-14.648,0.488
1678793469.873,-129.395,-63.477,145.020,65.918,21.484
1678793469.877,-102.051,-57.617,148.926,6.836,5.859
1678793469.881,-66.406,-56.152,161.621,-79.102,27.344
1678793469.885,-112.793,-59.570,164.062,-83.496,-21.973
1678793469.889,-131.836,-69.824,135.742,42.969,-5.371
1678793469.893,-73.242,-78.125,117.676,155.762,86.426
1678793469.897,-41.016,-70.801,120.605,83.984,48.828
1678793469.901,-24.414,-61.523,129.395,-8.789,14.648
1678793469.905,-2.441,-53.711,135.742,25.391,-23.926
1678793469.909,-21.484,-60.059,115.234,131.836,-23.438
1678793469.912,-4.883,-65.430,89.844,235.840,2.441
1678793469.916,25.391,-56.152,90.332,174.316,25.879
1678793469.920,4.395,-44.434,105.469,47.363,46.387
1678793469.924,-8.301,-36.621,114.746,63.477,12.207
1678793469.928,15.137,-39.551,107.910,198.242,-26.367
1678793469.932,58.105,-47.363,85.938,296.875,-30.273
1678793469.936,45.410,-37.598,79.590,237.793,-11.230
1678793469.940,55.664,-19.531,88.379,124.023,-28.320
1678793469.944,47.852,-11.230,89.844,95.215,-64.453
1678793469.948,-4.883,-11.719,76.660,180.664,-29.297
1678793469.952,3.418,-27.832,56.152,303.223,39.551
1678793469.955,25.391,-31.250,48.340,284.668,89.844
1678793469.959,46.387,-12.695,69.824,166.992,16.113
1678793469.963,61.035,2.930,77.148,100.586,-28.320
1678793469.967,23.926,1.465,62.500,198.242,17.578
1678793469.971,2.441,-8.789,45.898,291.016,-24.414
1678793469.975,26.855,-0.977,35.645,266.113,41.992
1678793469.979,49.805,10.742,46.387,135.742,73.730
1678793469.983,42.480,16.113,62.500,12.207,58.594
1678793469.987,37.598,20.508,55.176,77.637,68.848
1678793469.991,41.992,10.742,38.086,234.863,41.504
1678793469.994,78.125,6.836,32.227,257.812,14.648
1678793469.998,73.242,14.648,27.344,76.172,16.602
1678793470.002,36.133,28.320,32.715,-54.688,24.902
1678793470.006,20.020,28.809,33.203,11.719,0.000
1678793470.010,16.602,13.672,26.855,163.574,34.668
1678793470.014,49.316,7.812,21.973,221.680,7.812
1678793470.018,69.336,17.578,28.320,121.094,10.742
1678793470.022,67.383,33.203,43.457,-23.926,32.227
1678793470.026,64.941,35.645,35.645,-53.223,5.859
1678793470.030,43.945,22.461,22.461,101.074,31.738
1678793470.034,32.715,14.648,16.113,213.379,60.059
1678793470.037,82.520,23.438,28.320,138.672,114.746
1678793470.041,78.125,33.203,41.504,1.465,73.242
1678793470.045,24.414,35.156,31.250,-14.648,33.203
1678793470.049,33.691,31.250,11.719,151.855,21.484
1678793470.053,69.824,20.020,-1.953,262.695,49.805
1678793470.057,78.125,24.902,11.230,194.336,47.363
1678793470.061,92.285,39.551,37.109,68.848,1.465
1678793470.065,74.219,43.457,41.504,40.039,11.230
1678793470.069,7.324,33.691,20.020,178.711,35.156
1678793470.073,17.578,26.855,4.395,291.504,55.176
1678793470.076,59.570,31.738,2.441,232.422,74.707
1678793470.080,52.246,33.203,16.602,77.637,24.902
1678793470.084,50.781,34.668,30.762,25.879,-14.648
1678793470.088,37.598,35.645,18.555,127.441,28.809
1678793470.092,17.090,33.691,-1.465,231.445,55.176
1678793470.096,48.828,41.016,4.883,214.355,53.711
1678793470.100,65.430,50.293,28.320,67.871,37.109
1678793470.104,21.484,46.387,38.574,-52.734,0.977
1678793470.108,-3.906,35.645,31.250,30.762,13.672
1678793470.112,20.508,21.973,13.672,175.781,93.262
1678793470.116,77.637,19.043,12.207,158.203,101.074
1678793470.119,92.285,27.832,30.273,6.348,0.488
1678793470.123,9.766,39.062,36.133,-97.656,0.000
1678793470.127,-9.277,39.551,35.645,-18.066,52.734
1678793470.131,26.367,20.996,25.879,121.094,-13.672
1678793470.135,40.527,20.508,8.789,129.395,-16.602
1678793470.139,31.738,32.227,18.066,-14.648,39.551
1678793470.143,-3.906,36.621,43.945,-123.047,21.973
1678793470.147,9.766,35.645,48.828,-54.199,53.223
1678793470.151,30.762,29.785,27.832,63.965,96.191
1678793470.155,49.316,31.250,18.555,71.289,65.918
1678793470.158,88.379,34.180,32.227,-42.480,61.035
1678793470.162,85.938,41.016,47.852,-140.625,42.969
1678793470.166,31.250,38.574,44.922,-117.676,12.695
1678793470.170,4.395,28.809,29.785,21.973,55.664
1678793470.174,76.172,27.832,31.738,111.816,41.992
1678793470.178,92.285,33.691,35.156,-39.062,3.418
1678793470.182,23.438,43.945,38.574,-209.961,-1.465
1678793470.186,-13.672,46.875,46.387,-173.340,1.953
1678793470.190,-17.090,38.574,35.645,-14.160,3.418
1678793470.194,36.621,21.973,26.855,75.684,5.371
1678793470.198,81.543,29.297,35.156,-10.742,-19.043
1678793470.201,83.008,50.781,42.480,-194.824,15.137
1678793470.205,104.980,48.828,49.316,-216.309,55.664
1678793470.209,67.871,30.762,48.828,-70.312,9.277
1678793470.213,60.059,21.484,41.016,21.484,3.418
1678793470.217,99.609,22.949,54.199,-44.434,88.379
1678793470.221,67.871,27.344,71.777,-200.195,83.008
1678793470.225,12.695,28.320,67.383,-263.184,20.020
1678793470.229,7.812,26.855,53.711,-141.602,32.715
1678793470.233,35.645,19.531,41.504,19.043,71.289
1678793470.237,78.125,21.484,47.363,15.625,46.387
1678793470.240,104.004,39.062,57.617,-138.184,-41.992
1678793470.244,90.332,49.316,65.918,-199.219,-28.809
1678793470.248,63.965,35.156,59.570,-81.055,21.973
1678793470.252,77.637,15.137,39.551,84.961,17.578
1678793470.256,105.957,19.531,41.016,89.844,39.551
1678793470.260,113.281,35.156,49.316,-44.922,81.543
1678793470.264,129.395,38.086,56.641,-109.863,19.043
1678793470.268,96.191,24.902,49.805,-44.434,-14.648
1678793470.272,80.078,14.648,35.645,112.305,78.613
1678793470.276,111.816,16.113,41.016,171.387,34.180
1678793470.279,109.375,23.926,53.223,27.832,0.000
1678793470.283,83.008,36.621,50.781,-81.543,49.316
1678793470.287,88.867,34.180,38.574,10.742,11.230
1678793470.291,103.516,26.855,30.273,142.578,17.090
1678793470.295,94.238,25.391,29.785,196.289,13.184
1678793470.299,85.938,30.762,48.340,69.336,25.391
1678793470.303,63.965,37.109,56.152,-107.422,9.766
1678793470.307,45.410,29.785,42.969,-47.363,-20.508
1678793470.311,59.570,22.461,20.996,131.348,-10.254
1678793470.315,93.750,19.531,4.395,190.918,33.691
1678793470.319,85.449,23.438,25.879,85.449,48.340
1678793470.322,52.734,26.367,46.875,-42.969,46.875
1678793470.326,66.895,28.320,47.852,-57.617,28.809
1678793470.330,62.500,25.391,28.809,51.270,40.527
1678793470.334,58.594,15.137,17.578,161.133,100.098
1678793470.338,97.168,17.090,37.109,89.355,27.344
1678793470.342,62.500,26.367,49.805,-77.148,16.113
1678793470.346,2.930,32.715,47.852,-101.562,88.867
1678793470.350,-1.465,27.344,39.062,74.707,89.355
1678793470.354,69.336,8.789,28.320,200.684,94.238
1678793470.358,72.266,8.301,31.250,94.238,86.426
1678793470.361,24.902,27.344,41.992,-82.520,54.688
1678793470.365,28.320,30.273,44.922,-102.051,17.578
1678793470.369,19.043,15.625,36.133,40.527,7.812
1678793470.373,24.414,13.672,26.367,156.250,-0.488
1678793470.377,67.871,21.973,29.297,114.258,-4.395
1678793470.381,62.012,31.738,43.945,-64.941,39.551
1678793470.385,-14.160,36.133,51.758,-137.695,76.660
1678793470.389,-1.953,22.461,39.551,-9.766,9.277
1678793470.393,43.457,7.812,27.832,135.742,7.812
1678793470.397,46.387,7.324,38.574,142.090,66.895
1678793470.401,11.230,19.043,50.293,-33.203,36.133
1678793470.404,-25.391,24.414,42.480,-143.555,-24.902
1678793470.408,2.930,13.184,31.250,-19.531,5.371
1678793470.412,17.090,5.859,21.973,139.648,40.039
1678793470.416,6.836,7.812,25.391,119.141,53.711
1678793470.420,11.230,16.113,45.410,-39.062,67.871
1678793470.424,4.395,24.902,56.641,-110.352,19.043
1678793470.428,-31.250,13.184,48.340,-23.926,77.148
1678793470.432,-8.301,5.859,30.273,87.402,110.840
1678793470.436,45.410,6.836,21.484,96.191,5.371
1678793470.440,54.688,16.602,36.133,-8.301,17.090
1678793470.443,-15.625,20.996,58.594,-108.398,68.848
1678793470.447,-40.527,16.602,54.688,-70.801,38.574
1678793470.451,5.859,11.719,29.297,84.961,30.762
1678793470.455,13.184,3.418,22.949,131.836,48.340
1678793470.459,1.953,15.625,41.504,1.465,17.090
1678793470.463,16.602,26.855,61.523,-100.586,-25.879
1678793470.467,-9.277,22.949,65.918,-41.016,30.273
1678793470.471,-17.578,18.555,49.316,72.266,91.797
1678793470.475,41.016,13.184,38.086,141.113,37.598
1678793470.479,24.902,13.672,50.781,71.777,45.410
1678793470.483,-14.648,25.391,64.453,-71.289,75.195
1678793470.486,-14.160,33.203,65.918,-76.660,42.969
1678793470.490,60.059,28.809,60.059,95.215,43.945
1678793470.494,44.922,16.602,43.457,183.594,38.574
1678793470.498,1.465,20.020,40.527,62.988,-11.230
1678793470.502,6.836,28.320,56.152,-84.473,-16.602
1678793470.506,-29.297,27.832,57.617,-107.910,37.109
1678793470.510,-21.484,24.414,40.039,16.602,37.109
1678793470.514,18.555,16.113,29.297,148.926,-11.230
1678793470.518,55.176,18.555,40.527,111.328,26.367
1678793470.522,9.277,26.855,55.664,-64.453,13.672
1678793470.526,-32.715,29.297,51.270,-122.070,-28.320
1678793470.529,3.418,26.855,35.156,6.836,36.133
1678793470.533,30.273,20.020,30.762,139.160,53.711
1678793470.537,13.184,17.578,43.457,118.164,59.082
1678793470.541,34.180,27.344,56.641,-21.973,12.207
1678793470.545,13.184,40.039,52.734,-114.258,-41.016
1678793470.549,-33.203,29.297,39.551,-25.879,-9.277
1678793470.553,12.207,8.301,32.715,151.855,25.879
1678793470.557,38.574,14.648,34.668,135.742,72.754
1678793470.561,40.527,32.715,47.363,-32.715,49.805
1678793470.565,20.996,39.551,47.852,-114.746,-50.293
1678793470.569,-10.254,27.344,34.180,-19.531,-20.996
1678793470.572,-1.953,9.766,19.043,124.512,63.965
1678793470.576,-0.488,4.395,24.414,123.535,58.105
1678793470.580,0.000,12.207,44.922,-15.137,15.625
1678793470.584,-2.930,16.602,48.340,-129.395,45.410
1678793470.588,-17.578,16.602,39.551,-71.777,86.914
1678793470.592,-30.762,10.742,25.879,105.957,76.660
1678793470.596,17.578,5.371,21.484,135.742,9.277
1678793470.600,25.879,19.043,32.715,-9.766,16.602
1678793470.604,-20.020,24.414,39.551,-128.906,94.238
1678793470.608,-29.297,15.137,31.738,-80.566,53.711
1678793470.612,9.766,7.324,12.695,92.773,-29.297
1678793470.615,50.293,6.836,11.230,145.020,-26.367
1678793470.619,8.789,6.836,31.250,30.273,32.715
1678793470.623,-13.184,14.648,52.246,-104.492,45.898
1678793470.627,2.441,15.137,47.363,-97.168,26.367
1678793470.631,5.371,1.465,24.414,63.965,14.160
1678793470.635,0.488,-5.859,20.020,143.066,44.922
1678793470.639,12.695,-1.465,34.180,62.012,29.785
1678793470.643,34.180,15.625,40.039,-61.035,-11.719
1678793470.647,17.578,21.973,24.902,-124.512,14.648
1678793470.651,-28.809,4.883,11.230,-7.812,36.621
1678793470.655,-40.527,-0.977,3.418,125.000,80.566
1678793470.658,-39.551,10.254,12.207,49.805,49.316
1678793470.662,-36.133,16.602,20.996,-132.812,-47.363
1678793470.666,-12.695,18.066,26.855,-161.621,-28.809
1678793470.670,-38.086,6.836,17.090,-29.297,20.996
1678793470.674,-50.781,-8.301,-8.789,113.281,24.902
